,Julian day,Date,Time,Battery,20cm soil T,1.5m air T,RH,Solar rad,rainfall,Wind speed,Vector speed,Vector dir,SD dir,PAR,0.7m air T,0.7m RH,Cumulative,Tmean,Unnamed: 18
0,,,,,,,(%),(W/m2), (mm),(m/s),(m/s),(deg),(deg),,,,rainfall,,
6357,133.0,2023-05-13,1000.0,13.68,11.88,6.71,91.3,149,0,1.075,1.058,9.52,9.75,0.0,7.41,90.7,80.80000000000021,,
6358,133.0,2023-05-13,1030.0,14.12,11.86,8.01,87.8,276.3,0,1.13,1.109,4.688,10.9,0.0,8.79,87.1,80.80000000000021,,
6359,133.0,2023-05-13,1100.0,15.27,11.86,12.36,73.4,401,0,0.254,0.114,27.77,46.85,0.0,13.73,70.6,80.80000000000021,,
6360,133.0,2023-05-13,1130.0,15.61,11.87,13.05,70.9,440.5,0,0.646,0.56,10.56,28.36,0.0,14.35,67.84,80.80000000000021,,
6361,133.0,2023-05-13,1200.0,15.52,11.89,13.33,70.6,466.5,0,0.909,0.8,1.339,27.56,0.0,14.62,67.77,80.80000000000021,,
6362,133.0,2023-05-13,1230.0,15.2,11.93,13.99,69.92,470.3,0,1.133,1.068,359.7,18.94,0.0,15.36,66.46,80.80000000000021,,
6363,133.0,2023-05-13,1300.0,15.3,11.97,14.01,71,494.4,0,1.765,1.703,5.029,14.94,0.0,15.45,67.37,80.80000000000021,,
6364,133.0,2023-05-13,1330.0,15.16,12.02,14.48,69.85,478.4,0,1.935,1.842,13.64,17.75,0.0,16.03,65.71,80.80000000000021,,
6365,133.0,2023-05-13,1400.0,14.91,12.08,14.16,70.2,340.3,0,1.698,1.62,11.52,17.39,0.0,15.38,67.15,80.80000000000021,,
6366,133.0,2023-05-13,1430.0,15.19,12.15,14.71,68.65,373,0,1.305,1.242,16.26,17.85,0.0,15.73,66.49,80.80000000000021,,
6367,133.0,2023-05-13,1500.0,15.03,12.21,14.91,68.22,328.2,0,1.632,1.569,10.89,15.91,0.0,15.79,66.35,80.80000000000021,,
6368,133.0,2023-05-13,1530.0,14.68,12.27,14.61,71.6,293.2,0,1.955,1.886,13.85,15.23,0.0,15.23,70.4,80.80000000000021,,
6369,133.0,2023-05-13,1600.0,14.51,12.33,13.81,73.8,206.6,0,2.295,2.257,6.962,10.47,0.0,14.3,72.8,80.80000000000021,,
6370,133.0,2023-05-13,1630.0,14.4,12.38,12.58,76.8,136.9,0,3.069,3.018,6.474,10.41,0.0,12.9,76.2,80.80000000000021,,
6371,133.0,2023-05-13,1700.0,14.22,12.43,11.38,80.3,59.23,0,2.922,2.876,5.969,10.24,0.0,11.56,80.1,80.80000000000021,,
6372,133.0,2023-05-13,1730.0,13.58,12.48,10.58,83.3,7.02,0,2.765,2.718,6.671,10.66,0.0,10.82,82.7,80.80000000000021,,
6373,133.0,2023-05-13,1800.0,13.18,12.51,10.53,84.3,0.191,0,2.796,2.742,5.062,11.33,0.0,10.84,83.5,80.80000000000021,,
6374,133.0,2023-05-13,1830.0,13.08,12.54,10.43,85,-0.029,0,2.852,2.8,5.753,10.96,0.0,10.76,84.1,80.80000000000021,,
6375,133.0,2023-05-13,1900.0,13.1,12.56,10.34,86.2,-0.138,0,2.056,2.014,2.708,11.54,0.0,10.68,85.1,80.80000000000021,,
6376,133.0,2023-05-13,1930.0,13.07,12.58,10.21,87.3,-0.14,0,1.884,1.851,4.682,10.7,0.0,10.52,86.3,80.80000000000021,,
6377,133.0,2023-05-13,2000.0,13.08,12.59,9.89,87.9,-0.034,0,1.78,1.759,4.645,8.93,0.0,10.1,87.1,80.80000000000021,,
6378,133.0,2023-05-13,2030.0,13.05,12.6,8.98,89.9,0,0,1.285,1.271,2.027,8.24,0.0,9.06,88.8,80.80000000000021,,
6379,133.0,2023-05-13,2100.0,13.07,12.61,8.34,91.3,0,0,1.016,0.984,352.2,14.4,0.0,8.27,90.3,80.80000000000021,,
6380,133.0,2023-05-13,2130.0,13.03,12.62,7.35,94.3,-0.032,0,0.578,0.563,269,13.26,0.0,7.02,92.4,80.80000000000021,,
6381,133.0,2023-05-13,2200.0,13.04,12.62,6.939,95,-0.082,0,0.716,0.684,276.6,16.87,0.0,6.855,93.6,80.80000000000021,,
6382,133.0,2023-05-13,2230.0,13.01,12.6,6.564,96,-0.007,0,0.909,0.884,301.7,13.18,0.0,6.436,94.2,80.80000000000021,,
6383,133.0,2023-05-13,2300.0,13.02,12.59,6.233,96.1,0,0,1.015,0.978,307.7,15.61,0.0,6.113,94.5,80.80000000000021,,
6384,133.0,2023-05-13,2330.0,12.99,12.56,5.899,97,0,0,0.775,0.682,302.4,27.44,0.0,5.72,95.1,80.80000000000021,,
6385,134.0,2023-05-14,0.0,13.01,12.53,6.252,97,0,0,0.491,0.443,268.3,21.82,0.0,6.034,95.2,80.80000000000021,7.891208333333334,
6386,134.0,2023-05-14,30.0,12.97,12.49,5.104,97,0,0,0.271,0.224,320.4,19.84,0.0,4.576,95.1,80.80000000000021,,
6387,134.0,2023-05-14,100.0,12.99,12.45,5.451,97.6,-0.001,0,0.18,0.166,234.2,12.09,0.0,4.754,95.5,80.80000000000021,,
6388,134.0,2023-05-14,130.0,12.95,12.41,5.093,97.1,0.014,0,0.065,0.059,302.6,9.48,0.0,4.402,95.2,80.80000000000021,,
6389,134.0,2023-05-14,200.0,12.97,12.37,4.719,97.5,0.019,0,0,0,270.7,2.616,0.0,3.429,95.3,80.80000000000021,,
6390,134.0,2023-05-14,230.0,12.93,12.32,4.534,97.5,0.007,0,0.09,0.09,295.9,2.211,0.0,3.547,95.4,80.80000000000021,,
6391,134.0,2023-05-14,300.0,12.95,12.27,4.013,97.7,0,0,0.191,0.161,333.4,19.58,0.0,3.349,95.7,80.80000000000021,,
6392,134.0,2023-05-14,330.0,12.91,12.22,3.5,97.7,0,0,0.505,0.487,5.47,11.18,0.0,2.707,95.7,80.80000000000021,,
6393,134.0,2023-05-14,400.0,12.93,12.17,3.98,97.7,0,0,0.241,0.21,198.1,14.74,0.0,3.657,96.0,80.80000000000021,,
6394,134.0,2023-05-14,430.0,12.89,12.12,3.515,97.2,0,0,0.665,0.511,321.5,34.61,0.0,3.129,95.9,80.80000000000021,,
6395,134.0,2023-05-14,500.0,12.91,12.07,3.411,96.2,0,0,0.983,0.899,296,22.7,0.0,3.28,95.7,80.80000000000021,,
6396,134.0,2023-05-14,530.0,12.88,12.02,3.461,94.9,0,0,1.193,1.154,305.1,14.54,0.0,3.323,95.3,80.80000000000021,,
6397,134.0,2023-05-14,600.0,12.9,11.97,3.585,94.1,0,0,1.25,1.159,301.3,21.48,0.0,3.409,94.7,80.80000000000021,,
6398,134.0,2023-05-14,630.0,12.86,11.92,3.557,93.6,0,0,0.674,0.585,316,25.37,0.0,3.349,93.7,80.80000000000021,,
6399,134.0,2023-05-14,700.0,12.88,11.88,2.811,95.2,0,0,0.664,0.617,335.2,19.19,0.0,2.282,94.1,80.80000000000021,,
6400,134.0,2023-05-14,730.0,12.85,11.84,2.477,96.5,2.118,0,0.16,0.155,343,6.747,0.0,1.92,94.8,80.80000000000021,,
6401,134.0,2023-05-14,800.0,12.91,11.81,2.67,96.2,20.2,0,0.146,0.143,321.1,4.62,0.0,2.315,95.0,80.80000000000021,,
6402,134.0,2023-05-14,830.0,12.99,11.77,3.39,95,55.16,0,0.229,0.227,350.1,3.521,0.0,3.42,94.8,80.80000000000021,,
6403,134.0,2023-05-14,900.0,13.45,11.73,4.389,93.6,108.4,0,0.382,0.376,348.9,6.781,0.0,4.736,94.5,80.80000000000021,,
6404,134.0,2023-05-14,930.0,13.99,11.69,6.44,85.8,228.6,0,0.526,0.516,8.69,8.89,0.0,7.04,88.2,80.80000000000021,,
6405,134.0,2023-05-14,1000.0,14.25,11.66,7.92,81.6,278.2,0,1.597,1.55,2.825,13.83,0.0,8.8,81.0,80.80000000000021,,
6406,134.0,2023-05-14,1030.0,14.52,11.65,8.96,80.5,302.1,0,1.449,1.411,357.8,13.24,0.0,9.91,79.2,80.80000000000021,,
6407,134.0,2023-05-14,1100.0,14.18,11.64,10.09,79.9,225.3,0,0.768,0.74,359.4,13.4,0.0,10.78,79.1,80.80000000000021,,
6408,134.0,2023-05-14,1130.0,14.2,11.65,11.29,77.4,236.1,0,0.779,0.66,356.7,30.45,0.0,12.08,76.3,80.80000000000021,,
6409,134.0,2023-05-14,1200.0,14.17,11.68,11.45,79,158.3,0,0.834,0.796,2.939,16.21,0.0,12.12,78.0,80.80000000000021,,
6410,134.0,2023-05-14,1230.0,13.85,11.71,12.22,79,135.2,0,0.14,0.125,27.87,16.98,0.0,12.81,78.0,80.80000000000021,,
6411,134.0,2023-05-14,1300.0,14.04,11.75,13.15,76.4,156.5,0,0.268,0.179,43.45,36.48,0.0,13.76,75.1,80.80000000000021,,
6412,134.0,2023-05-14,1330.0,13.77,11.79,12.71,79.9,120.1,0,0.22,0.191,124.9,23.89,0.0,13.42,77.7,80.80000000000021,,
6413,134.0,2023-05-14,1400.0,14.04,11.84,12.52,79.1,181.3,0,0.665,0.524,140.3,35.67,0.0,13.34,77.2,80.80000000000021,,
6414,134.0,2023-05-14,1430.0,14.83,11.89,13.01,76.9,221.5,0,0.355,0.188,115.9,46.47,0.0,13.88,74.4,80.80000000000021,,
6415,134.0,2023-05-14,1500.0,15.81,11.94,15.96,65.55,316.9,0,0.471,0.206,129.5,53.87,0.0,16.9,63.72,80.80000000000021,,
6416,134.0,2023-05-14,1530.0,14.86,11.99,17.93,49.75,287.8,0,1.305,0.849,266.8,47.19,0.0,18.44,49.66,80.80000000000021,,
6417,134.0,2023-05-14,1600.0,14.61,12.03,17.14,45.44,214.6,0,2.557,2.275,272.7,26.91,0.0,17.44,45.68,80.80000000000021,,
6418,134.0,2023-05-14,1630.0,14.09,12.08,14.93,52.93,51.89,0,2.11,1.614,240.3,39.28,0.0,15.15,52.26,80.80000000000021,,
6419,134.0,2023-05-14,1700.0,13.87,12.13,12.69,75.7,37.72,0,0.626,0.564,148.7,23.53,0.0,12.81,74.0,80.80000000000021,,
6420,134.0,2023-05-14,1730.0,13.34,12.17,10.62,84.5,11.12,0,0.43,0.193,214,50.28,0.0,10.74,82.6,80.80000000000021,,
6421,134.0,2023-05-14,1800.0,13.14,12.2,9.3,89.1,0.453,0,0.489,0.308,186.8,45.68,0.0,9.32,87.0,80.80000000000021,,
6422,134.0,2023-05-14,1830.0,13.08,12.22,8.85,89.1,-0.002,0,1.966,1.642,179.4,30.47,0.0,8.53,89.4,80.80000000000021,,
6423,134.0,2023-05-14,1900.0,13.1,12.24,10.48,77.2,0,0,2.836,2.713,196.7,16.89,0.0,10.23,80.0,80.80000000000021,,
6424,134.0,2023-05-14,1930.0,13.07,12.24,10.46,74.8,0,0,1.103,1.045,172,15.04,0.0,10.38,76.1,80.80000000000021,,
6425,134.0,2023-05-14,2000.0,13.08,12.24,9.18,80.8,0,0,1.198,1.176,168.2,11.02,0.0,9.31,80.3,80.80000000000021,,
6426,134.0,2023-05-14,2030.0,13.05,12.23,8.61,82.2,0,0,0.875,0.332,26.9,60.26,0.0,8.36,82.9,80.80000000000021,,
6427,134.0,2023-05-14,2100.0,13.06,12.23,7.65,85.2,-0.009,0,0.421,0.231,291.9,41.85,0.0,7.23,86.4,80.80000000000021,,
6428,134.0,2023-05-14,2130.0,13.03,12.22,6.301,88.6,-0.091,0,0.632,0.559,323.5,24.25,0.0,5.786,88.7,80.80000000000021,,
6429,134.0,2023-05-14,2200.0,13.04,12.21,5.906,87.9,-0.052,0,0.865,0.743,287,29.66,0.0,5.439,89.5,80.80000000000021,,
6430,134.0,2023-05-14,2230.0,13.0,12.18,5.391,88.7,-0.003,0,0.538,0.423,262.8,35.51,0.0,5.214,89.2,80.80000000000021,,
6431,134.0,2023-05-14,2300.0,13.02,12.16,5.914,86,0,0,0.605,0.519,269.3,28.4,0.0,5.687,87.6,80.80000000000021,,
6432,134.0,2023-05-14,2330.0,12.99,12.12,4.671,89.8,0,0,0.721,0.433,330.9,46.46,0.0,4.652,88.8,80.80000000000021,,
6433,135.0,2023-05-15,0.0,13.0,12.09,4.87,90,0,0,0.646,0.592,266.7,23.16,0.0,4.744,90.8,80.80000000000021,7.839020833333335,
6434,135.0,2023-05-15,30.0,12.97,12.05,5.602,88.2,0,0,0.502,0.338,352.2,38.89,0.0,5.595,89.6,80.80000000000021,,
6435,135.0,2023-05-15,100.0,12.99,12.02,5.36,91.2,0,0,0.946,0.85,0.225,24.71,0.0,5.728,90.7,80.80000000000021,,
6436,135.0,2023-05-15,130.0,12.96,11.99,5.794,93.5,0,0,0.526,0.065,213.1,62.39,0.0,6.203,91.9,80.80000000000021,,
6437,135.0,2023-05-15,200.0,12.98,11.97,6.024,95.4,0,0,0.504,0.216,299.9,55.15,0.0,6.41,93.3,80.80000000000021,,
6438,135.0,2023-05-15,230.0,12.95,11.95,6.794,95.3,0.003,0,1.252,1.206,167.5,15.27,0.0,7.08,93.8,80.80000000000021,,
6439,135.0,2023-05-15,300.0,12.97,11.94,7.76,90.9,0,0,2.34,2.249,168.7,15.95,0.0,7.88,92.9,80.80000000000021,,
6440,135.0,2023-05-15,330.0,12.93,11.93,8.18,83,0,0,4.22,4.077,180.9,14.89,0.0,8.2,86.4,80.80000000000021,,
6441,135.0,2023-05-15,400.0,12.95,11.92,7.85,85.5,0,0,2.258,2.153,167.5,17.45,0.0,8.04,86.1,80.80000000000021,,
6442,135.0,2023-05-15,430.0,12.91,11.92,8.26,81.5,0,0,2.268,2.147,187.4,18.73,0.0,8.34,83.6,80.80000000000021,,
6443,135.0,2023-05-15,500.0,12.93,11.92,8.24,79.1,0,0,1.804,1.752,190.1,13.77,0.0,8.25,81.4,80.80000000000021,,
6444,135.0,2023-05-15,530.0,12.89,11.92,8.65,76.8,0,0,2.165,2.038,195.6,19.61,0.0,8.59,79.8,80.80000000000021,,
6445,135.0,2023-05-15,600.0,12.91,11.93,9.16,76,0,0,3.846,3.735,179.2,13.74,0.0,9.25,77.8,80.80000000000021,,
6446,135.0,2023-05-15,630.0,12.88,11.93,9.4,74.1,0,0,4.437,4.292,179.6,14.65,0.0,9.54,75.4,80.80000000000021,,
6447,135.0,2023-05-15,700.0,12.91,11.93,9.46,71.3,-0.005,0,4.323,4.188,176.9,14.27,0.0,9.64,72.5,80.80000000000021,,
6448,135.0,2023-05-15,730.0,12.88,11.93,9.16,74.4,0.2,0,4.248,4.109,176.8,14.62,0.0,9.38,75.1,80.80000000000021,,
6449,135.0,2023-05-15,800.0,12.91,11.94,9.02,76,2.715,0,5.02,4.834,178.5,15.58,0.0,9.28,76.3,80.80000000000021,,
6450,135.0,2023-05-15,830.0,12.88,11.94,8.41,82.6,7.37,0,4.54,4.374,180.5,15.47,0.0,8.64,83.0,80.80000000000021,,
6451,135.0,2023-05-15,900.0,12.92,11.94,8.36,83.4,21.77,0,3.861,3.723,174.7,15.29,0.0,8.61,84.2,80.80000000000021,,
6452,135.0,2023-05-15,930.0,12.92,11.95,8.61,81.5,43.45,0,4.585,4.422,176.2,15.28,0.0,8.89,82.4,80.80000000000021,,
6453,135.0,2023-05-15,1000.0,12.97,11.95,8.42,84.2,45.04,0,4.559,4.37,175.1,16.48,0.0,8.78,84.1,80.80000000000021,,
6454,135.0,2023-05-15,1030.0,12.95,11.96,8.46,84.9,57.69,0,4.731,4.548,174.9,15.92,0.0,8.85,84.8,80.80000000000021,,
6455,135.0,2023-05-15,1100.0,12.99,11.96,8.85,81.8,61.18,0,5.188,4.998,179,15.52,0.0,9.18,82.2,80.80000000000021,,
6456,135.0,2023-05-15,1130.0,12.98,11.97,9.43,79.7,74.5,0,5.03,4.849,176.2,15.37,0.0,9.78,79.8,80.80000000000021,,
6457,135.0,2023-05-15,1200.0,13.14,11.98,9.6,79.4,128,0,5.687,5.442,174.8,16.81,0.0,10.01,79.3,80.80000000000021,,
6458,135.0,2023-05-15,1230.0,13.3,11.99,9.8,78.5,134.9,0,5.681,5.482,176.6,15.18,0.0,10.31,77.7,80.80000000000021,,
6459,135.0,2023-05-15,1300.0,13.39,12.0,9.97,77.6,130.5,0,4.818,4.613,172.5,16.69,0.0,10.48,76.7,80.80000000000021,,
6460,135.0,2023-05-15,1330.0,13.44,12.02,10.42,75.2,155.5,0,4.445,4.286,173,15.32,0.0,10.94,74.5,80.80000000000021,,
6461,135.0,2023-05-15,1400.0,13.59,12.04,11.25,72.3,214.4,0,3.535,3.402,175,15.71,0.0,11.91,71.5,80.80000000000021,,
6462,135.0,2023-05-15,1430.0,13.71,12.06,12.03,68.58,255.7,0,3.613,3.421,169.2,18.7,0.0,12.93,66.86,80.80000000000021,,
6463,135.0,2023-05-15,1500.0,13.68,12.08,12.2,68.1,209.4,0,2.503,2.283,158.1,24.03,0.0,13.06,66.94,80.80000000000021,,
6464,135.0,2023-05-15,1530.0,14.07,12.11,13.82,63.04,354.7,0,3.401,3.17,166.9,21.12,0.0,15.08,60.23,80.80000000000021,,
6465,135.0,2023-05-15,1600.0,14.02,12.14,13.23,65.01,198.5,0,2.652,2.488,164,20.15,0.0,14.19,62.84,80.80000000000021,,
6466,135.0,2023-05-15,1630.0,13.68,12.18,12.33,71.2,91.2,0,0.639,0.564,147.2,25.02,0.0,12.98,69.21,80.80000000000021,,
6467,135.0,2023-05-15,1700.0,13.82,12.21,13.17,66.93,57.49,0,0.076,0.071,126.8,11.61,0.0,12.54,69.56,80.80000000000021,,
6468,135.0,2023-05-15,1730.0,13.34,12.24,9.39,82,6.324,0,0.02,0.02,178.1,0.142,0.0,9.07,80.9,80.80000000000021,,
6469,135.0,2023-05-15,1800.0,13.23,12.26,7.45,88.7,0.396,0,0.675,0.516,271.9,39.31,0.0,7.12,88.8,80.80000000000021,,
6470,135.0,2023-05-15,1830.0,13.16,12.27,6.646,90.9,-0.075,0,0.214,0.199,312.3,12.06,0.0,6.319,89.7,80.80000000000021,,
6471,135.0,2023-05-15,1900.0,13.15,12.27,5.068,93.5,-0.004,0,0.794,0.626,302.6,32.04,0.0,4.887,91.8,80.80000000000021,,
6472,135.0,2023-05-15,1930.0,13.1,12.25,5.818,92,-0.001,0,1.012,0.981,263.5,14.2,0.0,5.742,92.4,80.80000000000021,,
6473,135.0,2023-05-15,2000.0,13.11,12.22,5.29,91.5,-0.037,0,0.506,0.318,246.3,45.13,0.0,5.254,91.1,80.80000000000021,,
6474,135.0,2023-05-15,2030.0,13.06,12.18,5.109,91.2,-0.083,0,0.828,0.792,252.7,16.37,0.0,5.062,91.4,80.80000000000021,,
6475,135.0,2023-05-15,2100.0,13.08,12.15,4.173,93.2,-0.038,0,0.711,0.435,345,44.7,0.0,4.024,91.7,80.80000000000021,,
6476,135.0,2023-05-15,2130.0,13.04,12.11,3.121,95.7,-0.016,0,0.701,0.667,332,17.5,0.0,2.56,92.8,80.80000000000021,,
6477,135.0,2023-05-15,2200.0,13.05,12.07,3.122,96.7,0,0,0.137,0.123,351.6,15.14,0.0,2.486,94.0,80.80000000000021,,
6478,135.0,2023-05-15,2230.0,13.01,12.02,2.622,96.5,0,0,0.798,0.664,323.3,31.4,0.0,2.258,94.5,80.80000000000021,,
6479,135.0,2023-05-15,2300.0,13.03,11.97,2.715,95.5,0,0,0.351,0.271,277,30.41,0.0,2.492,94.4,80.80000000000021,,
6480,135.0,2023-05-15,2330.0,12.99,11.92,2.295,95.8,0,0,0.321,0.183,349.9,37.66,0.0,1.916,94.3,80.80000000000021,,
6481,136.0,2023-05-16,0.0,13.01,11.87,2.611,96,0,0,0.506,0.493,267.7,10.73,0.0,2.389,94.9,80.80000000000021,7.8855,
6482,136.0,2023-05-16,30.0,12.97,11.81,2.439,95.3,0,0,0.783,0.748,354,15.53,0.0,2.241,94.4,80.80000000000021,,
6483,136.0,2023-05-16,100.0,12.98,11.76,2.253,96.8,0,0,0.633,0.599,346.1,15.43,0.0,1.876,94.9,80.80000000000021,,
6484,136.0,2023-05-16,130.0,12.94,11.71,3.027,96.4,0,0,0.281,0.225,203.7,24.2,0.0,2.739,95.0,80.80000000000021,,
6485,136.0,2023-05-16,200.0,12.95,11.65,2.776,96.1,0,0,1.5,1.41,3.404,19.8,0.0,2.337,95.1,80.80000000000021,,
6486,136.0,2023-05-16,230.0,12.91,11.6,2.573,95,0,0,0.535,0.516,0.524,10.74,0.0,2.498,94.5,80.80000000000021,,
6487,136.0,2023-05-16,300.0,12.91,11.55,2.11,95.9,0,0,1.701,1.654,1.744,12.91,0.0,2.133,94.8,80.80000000000021,,
6488,136.0,2023-05-16,330.0,12.86,11.51,2.134,95.7,0,0,1.295,1.205,346.3,19.88,0.0,2.162,94.8,80.80000000000021,,
6489,136.0,2023-05-16,400.0,12.87,11.46,3.126,93.3,0,0,0.614,0.571,345.7,16.02,0.0,2.871,94.4,80.80000000000021,,
6490,136.0,2023-05-16,430.0,12.83,11.42,2.911,93.2,0,0,0.158,0.134,357.9,16.26,0.0,2.508,93.7,80.80000000000021,,
6491,136.0,2023-05-16,500.0,12.85,11.38,1.595,95.5,0,0,1.135,1.059,346.1,19.37,0.0,1.393,94.1,80.80000000000021,,
6492,136.0,2023-05-16,530.0,12.81,11.34,2.208,94.5,0,0,0.91,0.845,341.4,19.3,0.0,2.059,94.2,80.80000000000021,,
6493,136.0,2023-05-16,600.0,12.83,11.3,2.078,93.6,0,0,1.021,0.982,351,13.95,0.0,1.933,93.7,80.80000000000021,,
6494,136.0,2023-05-16,630.0,12.8,11.27,1.706,93.9,0,0,0.737,0.521,329.1,38.86,0.0,1.639,93.3,80.80000000000021,,
6495,136.0,2023-05-16,700.0,12.83,11.23,2.242,93.2,0,0,1.386,1.301,2.82,16.48,0.0,1.974,93.6,80.80000000000021,,
6496,136.0,2023-05-16,730.0,12.8,11.19,1.953,92.3,0.869,0,1.467,1.395,350.1,17.62,0.0,1.971,92.0,80.80000000000021,,
6497,136.0,2023-05-16,800.0,12.86,11.16,2.207,92.1,13.78,0,0.976,0.872,320.8,25.4,0.0,1.983,92.5,80.80000000000021,,
6498,136.0,2023-05-16,830.0,13.1,11.12,3.619,86.6,80.1,0,0.758,0.661,319.8,27.39,0.0,3.795,88.7,80.80000000000021,,
6499,136.0,2023-05-16,900.0,13.83,11.09,5.368,80.5,158.4,0,0.732,0.35,349.2,56.74,0.0,6.239,79.7,80.80000000000021,,
6500,136.0,2023-05-16,930.0,14.08,11.06,5.328,83.1,226.6,0,1.536,1.508,358.5,10.89,0.0,6.158,81.7,80.80000000000021,,
6501,136.0,2023-05-16,1000.0,14.52,11.03,6.367,81.8,294.5,0,1.954,1.92,3.106,10.72,0.0,7.3,80.3,80.80000000000021,,
6502,136.0,2023-05-16,1030.0,15.47,11.01,8.02,77.5,353.7,0,1.569,1.549,3.436,9.21,0.0,9.06,76.1,80.80000000000021,,
6503,136.0,2023-05-16,1100.0,16.3,11.01,9.36,71.7,404.4,0,1.906,1.869,2.702,11.17,0.0,10.45,70.5,80.80000000000021,,
6504,136.0,2023-05-16,1130.0,16.09,11.02,10.24,70.6,441.6,0,1.924,1.886,2.294,11.42,0.0,11.36,68.8,80.80000000000021,,
6505,136.0,2023-05-16,1200.0,15.88,11.04,10.92,70.9,465.3,0,2.61,2.555,4.869,11.78,0.0,12.04,69.22,80.80000000000021,,
6506,136.0,2023-05-16,1230.0,15.17,11.07,11.85,69.06,476.8,0,2.375,2.32,7.61,12.31,0.0,12.98,67.22,80.80000000000021,,
6507,136.0,2023-05-16,1300.0,14.91,11.11,12.51,68.93,473.8,0,1.645,1.575,16.74,16.7,0.0,13.92,65.94,80.80000000000021,,
6508,136.0,2023-05-16,1330.0,14.81,11.16,12.69,65.51,460.6,0,1.984,1.922,8.26,14.33,0.0,14.21,62.03,80.80000000000021,,
6509,136.0,2023-05-16,1400.0,14.77,11.21,13.38,61.31,433,0,2.052,1.988,8.64,14.26,0.0,14.7,59.0,80.80000000000021,,
6510,136.0,2023-05-16,1430.0,14.71,11.27,13.66,63.03,392.9,0,2.026,1.977,6.92,12.55,0.0,14.73,61.04,80.80000000000021,,
6511,136.0,2023-05-16,1500.0,14.67,11.32,13.61,61.45,341.2,0,2.183,2.138,7.29,11.66,0.0,14.43,60.31,80.80000000000021,,
6512,136.0,2023-05-16,1530.0,14.61,11.38,13.49,61.74,280,0,2.268,2.234,6.357,9.91,0.0,14.05,61.34,80.80000000000021,,
6513,136.0,2023-05-16,1600.0,14.55,11.43,13.14,66.1,210.8,0,1.921,1.894,4.547,9.72,0.0,13.57,65.59,80.80000000000021,,
6514,136.0,2023-05-16,1630.0,14.42,11.49,12.76,69.44,139,0,1.043,1.009,353.5,14.35,0.0,13.03,69.13,80.80000000000021,,
6515,136.0,2023-05-16,1700.0,14.21,11.53,12.3,62.19,54.3,0,0.614,0.582,302,15.46,0.0,12.09,63.89,80.80000000000021,,
6516,136.0,2023-05-16,1730.0,13.54,11.57,8.61,73.1,6.002,0,0.946,0.91,291.9,15.83,0.0,8.34,73.9,80.80000000000021,,
6517,136.0,2023-05-16,1800.0,13.17,11.6,6.94,80,0.279,0,0.913,0.86,305,19.43,0.0,6.652,80.6,80.80000000000021,,
6518,136.0,2023-05-16,1830.0,13.08,11.62,6.767,81.2,-0.014,0,1.019,0.869,294.3,31.04,0.0,6.506,82.1,80.80000000000021,,
6519,136.0,2023-05-16,1900.0,13.09,11.62,5.378,87.1,-0.003,0,0.279,0.248,316.8,18.42,0.0,4.757,86.2,80.80000000000021,,
6520,136.0,2023-05-16,1930.0,13.05,11.61,4.288,91.5,-0.056,0,0.711,0.542,294.6,38.39,0.0,3.613,90.3,80.80000000000021,,
6521,136.0,2023-05-16,2000.0,13.06,11.6,3.986,93.4,0,0,1.111,1.002,331.4,25.39,0.0,3.18,92.3,80.80000000000021,,
6522,136.0,2023-05-16,2030.0,13.02,11.57,4.135,94.9,0,0,1.319,1.277,342.7,14.5,0.0,3.674,93.7,80.80000000000021,,
6523,136.0,2023-05-16,2100.0,13.04,11.54,4.253,95,0,0,0.708,0.642,310.8,22.64,0.0,3.709,93.8,80.80000000000021,,
6524,136.0,2023-05-16,2130.0,13.01,11.5,4.056,95.4,-0.004,0,0.305,0.21,308.3,31.72,0.0,3.401,93.8,80.80000000000021,,
6525,136.0,2023-05-16,2200.0,13.03,11.46,4.046,96.3,0.003,0,0.381,0.344,315.2,19.87,0.0,3.003,94.5,80.80000000000021,,
6526,136.0,2023-05-16,2230.0,12.99,11.42,3.773,96.1,0,0,0.518,0.432,332.3,26.68,0.0,3.122,94.6,80.80000000000021,,
6527,136.0,2023-05-16,2300.0,13.02,11.38,3.607,97,0,0,0.609,0.564,351.9,19.14,0.0,2.463,95.0,80.80000000000021,,
6528,136.0,2023-05-16,2330.0,12.99,11.33,3.667,96.9,0,0,0.694,0.662,357,14.65,0.0,2.801,95.2,80.80000000000021,,
6529,137.0,2023-05-17,0.0,13.01,11.29,4.322,95.8,0,0,1.928,1.802,352.4,20.55,0.0,4.22,95.5,80.80000000000021,6.120374999999999,
6530,137.0,2023-05-17,30.0,12.98,11.24,3.69,94.9,0,0,0.743,0.544,354.3,34.79,0.0,3.503,94.4,80.80000000000021,,
6531,137.0,2023-05-17,100.0,13.01,11.2,3.103,95.2,0,0,0.105,0.078,284.6,16.85,0.0,2.772,94.2,80.80000000000021,,
6532,137.0,2023-05-17,130.0,12.97,11.17,2.941,95.9,0,0,1.204,1.066,8.26,25.24,0.0,2.257,94.7,80.80000000000021,,
6533,137.0,2023-05-17,200.0,13.0,11.13,3.547,94,0,0,1.011,0.695,319.9,42.49,0.0,3.186,94.8,80.80000000000021,,
6534,137.0,2023-05-17,230.0,12.96,11.1,5.08,87.3,0,0,1.957,1.905,359,12.6,0.0,4.449,91.8,80.80000000000021,,
